id,Category,fit_shape,length,sleeve_length,sleeve_styling
43800,Women Tshirts,regular,regular,short sleeves,regular sleeves
45948,Women Tshirts,regular,regular,short sleeves,regular sleeves
44656,Women Tshirts,regular,regular,short sleeves,regular sleeves
46536,Women Tshirts,regular,regular,short sleeves,regular sleeves
44385,Women Tshirts,regular,regular,short sleeves,regular sleeves
43808,Women Tshirts,regular,regular,short sleeves,regular sleeves
44567,Women Tshirts,regular,regular,short sleeves,regular sleeves
48209,Women Tshirts,regular,regular,short sleeves,regular sleeves
48114,Women Tshirts,regular,regular,short sleeves,regular sleeves
47345,Women Tshirts,regular,regular,short sleeves,regular sleeves
48279,Women Tshirts,regular,regular,short sleeves,regular sleeves
48532,Women Tshirts,regular,regular,short sleeves,regular sleeves
47103,Women Tshirts,regular,regular,short sleeves,regular sleeves
47604,Women Tshirts,regular,regular,short sleeves,regular sleeves
43608,Women Tshirts,regular,regular,short sleeves,regular sleeves
45232,Women Tshirts,regular,regular,short sleeves,regular sleeves
43759,Women Tshirts,regular,regular,short sleeves,regular sleeves
46860,Women Tshirts,regular,regular,short sleeves,regular sleeves
46246,Women Tshirts,regular,regular,short sleeves,regular sleeves
45306,Women Tshirts,regular,regular,short sleeves,regular sleeves
40658,Women Tshirts,regular,regular,short sleeves,regular sleeves
41950,Women Tshirts,regular,regular,short sleeves,regular sleeves
41726,Women Tshirts,regular,regular,short sleeves,regular sleeves
38180,Women Tshirts,regular,regular,short sleeves,regular sleeves
40546,Women Tshirts,regular,regular,short sleeves,regular sleeves
38975,Women Tshirts,regular,regular,short sleeves,regular sleeves
40826,Women Tshirts,regular,regular,short sleeves,regular sleeves
39661,Women Tshirts,regular,regular,short sleeves,regular sleeves
43037,Women Tshirts,regular,regular,short sleeves,regular sleeves
39356,Women Tshirts,regular,regular,short sleeves,regular sleeves
41361,Women Tshirts,regular,regular,short sleeves,regular sleeves
41699,Women Tshirts,regular,regular,short sleeves,regular sleeves
40252,Women Tshirts,regular,regular,short sleeves,regular sleeves
43302,Women Tshirts,regular,regular,short sleeves,regular sleeves
38800,Women Tshirts,regular,regular,short sleeves,regular sleeves
40672,Women Tshirts,regular,regular,short sleeves,regular sleeves
41948,Women Tshirts,regular,regular,short sleeves,regular sleeves
40728,Women Tshirts,regular,regular,short sleeves,regular sleeves
43220,Women Tshirts,regular,regular,short sleeves,regular sleeves
39453,Women Tshirts,regular,regular,short sleeves,regular sleeves
41284,Women Tshirts,regular,regular,short sleeves,regular sleeves
42448,Women Tshirts,regular,regular,short sleeves,regular sleeves
38908,Women Tshirts,regular,regular,short sleeves,regular sleeves
40116,Women Tshirts,regular,crop,short sleeves,regular sleeves
39293,Women Tshirts,regular,crop,short sleeves,regular sleeves
42283,Women Tshirts,regular,crop,short sleeves,regular sleeves
38520,Women Tshirts,regular,crop,short sleeves,regular sleeves
38073,Women Tshirts,regular,crop,short sleeves,regular sleeves
38683,Women Tshirts,regular,crop,short sleeves,regular sleeves
38990,Women Tshirts,regular,crop,short sleeves,regular sleeves
41465,Women Tshirts,regular,crop,short sleeves,regular sleeves
40463,Women Tshirts,regular,crop,short sleeves,regular sleeves
39284,Women Tshirts,regular,crop,short sleeves,regular sleeves
43342,Women Tshirts,regular,crop,short sleeves,regular sleeves
41713,Women Tshirts,regular,crop,short sleeves,regular sleeves
38195,Women Tshirts,regular,crop,short sleeves,regular sleeves
42266,Women Tshirts,regular,crop,short sleeves,regular sleeves
42817,Women Tshirts,regular,crop,short sleeves,regular sleeves
38069,Women Tshirts,regular,crop,short sleeves,regular sleeves
38163,Women Tshirts,regular,crop,short sleeves,regular sleeves
41434,Women Tshirts,regular,crop,short sleeves,regular sleeves
38665,Women Tshirts,regular,crop,short sleeves,regular sleeves
41878,Women Tshirts,regular,crop,short sleeves,regular sleeves
40552,Women Tshirts,regular,crop,short sleeves,regular sleeves
38806,Women Tshirts,regular,crop,short sleeves,regular sleeves
42663,Women Tshirts,regular,crop,short sleeves,regular sleeves
45145,Women Tshirts,regular,crop,short sleeves,regular sleeves
46704,Women Tshirts,regular,crop,short sleeves,regular sleeves
46473,Women Tshirts,regular,crop,short sleeves,regular sleeves
48452,Women Tshirts,regular,crop,short sleeves,regular sleeves
47172,Women Tshirts,regular,crop,short sleeves,regular sleeves
48575,Women Tshirts,regular,crop,short sleeves,regular sleeves
43550,Women Tshirts,regular,crop,short sleeves,regular sleeves
47057,Women Tshirts,regular,crop,short sleeves,regular sleeves
46347,Women Tshirts,regular,crop,short sleeves,regular sleeves
45411,Women Tshirts,regular,crop,short sleeves,regular sleeves
44320,Women Tshirts,regular,crop,short sleeves,regular sleeves
45869,Women Tshirts,regular,crop,short sleeves,regular sleeves
48587,Women Tshirts,regular,crop,short sleeves,regular sleeves
46807,Women Tshirts,regular,crop,short sleeves,regular sleeves
47287,Women Tshirts,regular,crop,short sleeves,regular sleeves
47532,Women Tshirts,regular,crop,short sleeves,regular sleeves
44106,Women Tshirts,regular,crop,short sleeves,regular sleeves
45684,Women Tshirts,regular,crop,short sleeves,regular sleeves
47940,Women Tshirts,regular,crop,short sleeves,regular sleeves
44425,Women Tshirts,regular,crop,short sleeves,regular sleeves
42196,Women Tshirts,regular,crop,short sleeves,regular sleeves
48702,Women Tshirts,regular,crop,short sleeves,regular sleeves
38678,Women Tshirts,regular,regular,short sleeves,regular sleeves
41750,Women Tshirts,regular,regular,short sleeves,regular sleeves
43030,Women Tshirts,regular,regular,short sleeves,regular sleeves
40331,Women Tshirts,regular,regular,short sleeves,regular sleeves
39147,Women Tshirts,regular,regular,short sleeves,regular sleeves
39985,Women Tshirts,regular,regular,short sleeves,regular sleeves
37947,Women Tshirts,regular,regular,short sleeves,regular sleeves
42688,Women Tshirts,regular,regular,short sleeves,regular sleeves
39820,Women Tshirts,regular,regular,short sleeves,regular sleeves
41757,Women Tshirts,regular,regular,short sleeves,regular sleeves
40620,Women Tshirts,regular,regular,short sleeves,regular sleeves
42164,Women Tshirts,regular,regular,short sleeves,regular sleeves
43391,Women Tshirts,regular,regular,short sleeves,regular sleeves
38696,Women Tshirts,regular,regular,short sleeves,regular sleeves
43207,Women Tshirts,regular,regular,short sleeves,regular sleeves
42952,Women Tshirts,regular,regular,short sleeves,regular sleeves
38981,Women Tshirts,regular,regular,short sleeves,regular sleeves
43184,Women Tshirts,regular,regular,short sleeves,regular sleeves
41579,Women Tshirts,regular,regular,short sleeves,regular sleeves
38404,Women Tshirts,regular,regular,short sleeves,regular sleeves
48318,Women Tshirts,regular,regular,short sleeves,regular sleeves
46228,Women Tshirts,regular,regular,short sleeves,regular sleeves
43703,Women Tshirts,regular,regular,short sleeves,regular sleeves
43990,Women Tshirts,regular,regular,short sleeves,regular sleeves
47236,Women Tshirts,regular,regular,short sleeves,regular sleeves
48709,Women Tshirts,regular,regular,short sleeves,regular sleeves
48083,Women Tshirts,regular,regular,short sleeves,regular sleeves
44202,Women Tshirts,regular,regular,short sleeves,regular sleeves
47227,Women Tshirts,regular,regular,short sleeves,regular sleeves
45039,Women Tshirts,regular,regular,short sleeves,regular sleeves
44389,Women Tshirts,regular,regular,short sleeves,regular sleeves
47400,Women Tshirts,regular,regular,short sleeves,regular sleeves
45616,Women Tshirts,regular,regular,short sleeves,regular sleeves
46612,Women Tshirts,regular,regular,short sleeves,regular sleeves
37857,Women Tshirts,regular,regular,short sleeves,regular sleeves
48818,Women Tshirts,regular,regular,short sleeves,regular sleeves
48282,Women Tshirts,regular,regular,short sleeves,regular sleeves
45520,Women Tshirts,regular,regular,short sleeves,regular sleeves
45876,Women Tshirts,regular,regular,short sleeves,regular sleeves
39886,Women Tshirts,regular,regular,short sleeves,regular sleeves
40720,Women Tshirts,regular,regular,short sleeves,regular sleeves
40168,Women Tshirts,regular,regular,short sleeves,regular sleeves
41167,Women Tshirts,regular,regular,short sleeves,regular sleeves
39158,Women Tshirts,regular,regular,short sleeves,regular sleeves
42712,Women Tshirts,regular,regular,short sleeves,regular sleeves
40192,Women Tshirts,regular,regular,short sleeves,regular sleeves
40715,Women Tshirts,regular,regular,short sleeves,regular sleeves
40681,Women Tshirts,regular,regular,short sleeves,regular sleeves
40676,Women Tshirts,regular,regular,short sleeves,regular sleeves
42624,Women Tshirts,regular,regular,short sleeves,regular sleeves
42824,Women Tshirts,regular,regular,short sleeves,regular sleeves
40195,Women Tshirts,regular,regular,short sleeves,regular sleeves
40186,Women Tshirts,regular,regular,short sleeves,regular sleeves
42939,Women Tshirts,regular,regular,short sleeves,regular sleeves
38871,Women Tshirts,regular,regular,short sleeves,regular sleeves
40173,Women Tshirts,regular,regular,short sleeves,regular sleeves
40090,Women Tshirts,regular,regular,short sleeves,regular sleeves
40029,Women Tshirts,regular,regular,short sleeves,regular sleeves
39320,Women Tshirts,regular,regular,short sleeves,regular sleeves
43150,Women Tshirts,regular,regular,short sleeves,regular sleeves
39033,Women Tshirts,regular,regular,short sleeves,regular sleeves
42972,Women Tshirts,regular,regular,short sleeves,regular sleeves
40408,Women Tshirts,regular,regular,short sleeves,regular sleeves
39677,Women Tshirts,regular,regular,short sleeves,regular sleeves
39323,Women Tshirts,regular,regular,short sleeves,regular sleeves
40955,Women Tshirts,regular,regular,short sleeves,regular sleeves
40249,Women Tshirts,regular,regular,short sleeves,regular sleeves
40001,Women Tshirts,regular,regular,short sleeves,regular sleeves
42079,Women Tshirts,regular,regular,short sleeves,regular sleeves
40852,Women Tshirts,regular,regular,short sleeves,regular sleeves
40318,Women Tshirts,regular,regular,short sleeves,regular sleeves
40098,Women Tshirts,regular,regular,short sleeves,regular sleeves
39241,Women Tshirts,regular,regular,short sleeves,regular sleeves
40336,Women Tshirts,regular,regular,short sleeves,regular sleeves
45708,Women Tshirts,regular,regular,short sleeves,regular sleeves
46318,Women Tshirts,regular,regular,short sleeves,regular sleeves
47773,Women Tshirts,regular,regular,short sleeves,regular sleeves
44586,Women Tshirts,regular,regular,short sleeves,regular sleeves
46082,Women Tshirts,regular,regular,short sleeves,regular sleeves
45965,Women Tshirts,regular,regular,short sleeves,regular sleeves
43563,Women Tshirts,regular,regular,short sleeves,regular sleeves
47255,Women Tshirts,regular,regular,short sleeves,regular sleeves
38047,Women Tshirts,regular,regular,short sleeves,regular sleeves
43853,Women Tshirts,regular,regular,short sleeves,regular sleeves
48263,Women Tshirts,regular,regular,short sleeves,regular sleeves
43852,Women Tshirts,regular,regular,short sleeves,regular sleeves
45963,Women Tshirts,regular,regular,short sleeves,regular sleeves
47858,Women Tshirts,regular,regular,short sleeves,regular sleeves
47852,Women Tshirts,regular,regular,short sleeves,regular sleeves
46852,Women Tshirts,regular,regular,short sleeves,regular sleeves
44787,Women Tshirts,regular,crop,short sleeves,regular sleeves
46863,Women Tshirts,regular,crop,short sleeves,regular sleeves
47207,Women Tshirts,regular,crop,short sleeves,regular sleeves
43540,Women Tshirts,regular,crop,short sleeves,regular sleeves
40273,Women Tshirts,regular,crop,short sleeves,regular sleeves
47469,Women Tshirts,regular,crop,short sleeves,regular sleeves
43850,Women Tshirts,regular,crop,short sleeves,regular sleeves
47706,Women Tshirts,regular,crop,short sleeves,regular sleeves
44482,Women Tshirts,regular,crop,short sleeves,regular sleeves
46218,Women Tshirts,regular,crop,short sleeves,regular sleeves
44410,Women Tshirts,regular,crop,short sleeves,regular sleeves
45653,Women Tshirts,regular,crop,short sleeves,regular sleeves
48193,Women Tshirts,regular,crop,short sleeves,regular sleeves
45617,Women Tshirts,regular,crop,short sleeves,regular sleeves
47676,Women Tshirts,regular,crop,short sleeves,regular sleeves
46834,Women Tshirts,regular,crop,short sleeves,regular sleeves
37967,Women Tshirts,regular,regular,short sleeves,regular sleeves
39617,Women Tshirts,regular,regular,short sleeves,regular sleeves
42916,Women Tshirts,regular,regular,short sleeves,regular sleeves
40584,Women Tshirts,regular,regular,short sleeves,regular sleeves
41512,Women Tshirts,regular,regular,short sleeves,regular sleeves
41769,Women Tshirts,regular,regular,short sleeves,regular sleeves
42434,Women Tshirts,regular,regular,short sleeves,regular sleeves
42828,Women Tshirts,regular,regular,short sleeves,regular sleeves
42188,Women Tshirts,regular,regular,short sleeves,regular sleeves
40024,Women Tshirts,regular,regular,short sleeves,regular sleeves
38659,Women Tshirts,regular,regular,short sleeves,regular sleeves
37912,Women Tshirts,regular,regular,short sleeves,regular sleeves
39398,Women Tshirts,regular,regular,short sleeves,regular sleeves
38009,Women Tshirts,regular,regular,short sleeves,regular sleeves
39790,Women Tshirts,regular,regular,short sleeves,regular sleeves
41820,Women Tshirts,regular,regular,short sleeves,regular sleeves
39347,Women Tshirts,regular,crop,short sleeves,regular sleeves
41761,Women Tshirts,regular,crop,short sleeves,regular sleeves
38540,Women Tshirts,regular,crop,short sleeves,regular sleeves
40317,Women Tshirts,regular,crop,short sleeves,regular sleeves
43368,Women Tshirts,regular,crop,short sleeves,regular sleeves
38411,Women Tshirts,regular,crop,short sleeves,regular sleeves
40786,Women Tshirts,regular,crop,short sleeves,regular sleeves
41387,Women Tshirts,regular,crop,short sleeves,regular sleeves
41656,Women Tshirts,regular,crop,short sleeves,regular sleeves
39391,Women Tshirts,regular,crop,short sleeves,regular sleeves
38261,Women Tshirts,regular,crop,short sleeves,regular sleeves
42496,Women Tshirts,regular,crop,short sleeves,regular sleeves
43079,Women Tshirts,regular,crop,short sleeves,regular sleeves
38876,Women Tshirts,regular,crop,short sleeves,regular sleeves
38559,Women Tshirts,regular,crop,short sleeves,regular sleeves
37840,Women Tshirts,regular,crop,short sleeves,regular sleeves
38704,Women Tshirts,regular,crop,short sleeves,regular sleeves
42604,Women Tshirts,regular,crop,short sleeves,regular sleeves
42324,Women Tshirts,regular,crop,short sleeves,regular sleeves
38288,Women Tshirts,regular,crop,short sleeves,regular sleeves
41886,Women Tshirts,regular,crop,short sleeves,regular sleeves
40319,Women Tshirts,regular,crop,short sleeves,regular sleeves
43319,Women Tshirts,regular,crop,short sleeves,regular sleeves
38343,Women Tshirts,regular,crop,short sleeves,regular sleeves
41051,Women Tshirts,regular,crop,short sleeves,regular sleeves
41332,Women Tshirts,regular,crop,short sleeves,regular sleeves
38817,Women Tshirts,regular,crop,short sleeves,regular sleeves
40959,Women Tshirts,regular,crop,short sleeves,regular sleeves
41261,Women Tshirts,regular,crop,short sleeves,regular sleeves
40446,Women Tshirts,regular,crop,short sleeves,regular sleeves
40261,Women Tshirts,regular,crop,short sleeves,regular sleeves
37842,Women Tshirts,regular,crop,short sleeves,regular sleeves
47820,Women Tshirts,regular,crop,short sleeves,regular sleeves
44468,Women Tshirts,regular,crop,short sleeves,regular sleeves
45167,Women Tshirts,regular,crop,short sleeves,regular sleeves
46943,Women Tshirts,regular,crop,short sleeves,regular sleeves
46334,Women Tshirts,regular,crop,short sleeves,regular sleeves
46250,Women Tshirts,regular,crop,short sleeves,regular sleeves
48542,Women Tshirts,regular,crop,short sleeves,regular sleeves
46658,Women Tshirts,regular,crop,short sleeves,regular sleeves
43984,Women Tshirts,regular,crop,short sleeves,regular sleeves
47192,Women Tshirts,regular,crop,short sleeves,regular sleeves
45182,Women Tshirts,regular,crop,short sleeves,regular sleeves
46924,Women Tshirts,regular,crop,short sleeves,regular sleeves
45414,Women Tshirts,regular,crop,short sleeves,regular sleeves
48599,Women Tshirts,regular,crop,short sleeves,regular sleeves
44771,Women Tshirts,regular,crop,short sleeves,regular sleeves
43937,Women Tshirts,regular,crop,short sleeves,regular sleeves
42143,Women Tshirts,regular,regular,short sleeves,regular sleeves
43308,Women Tshirts,regular,regular,short sleeves,regular sleeves
41368,Women Tshirts,regular,regular,short sleeves,regular sleeves
38014,Women Tshirts,regular,regular,short sleeves,regular sleeves
38378,Women Tshirts,regular,regular,short sleeves,regular sleeves
39595,Women Tshirts,regular,regular,short sleeves,regular sleeves
39789,Women Tshirts,regular,regular,short sleeves,regular sleeves
38509,Women Tshirts,regular,regular,short sleeves,regular sleeves
39775,Women Tshirts,regular,regular,short sleeves,regular sleeves
39738,Women Tshirts,regular,regular,short sleeves,regular sleeves
43459,Women Tshirts,regular,regular,short sleeves,regular sleeves
40286,Women Tshirts,regular,regular,short sleeves,regular sleeves
39806,Women Tshirts,regular,regular,short sleeves,regular sleeves
41123,Women Tshirts,regular,regular,short sleeves,regular sleeves
39259,Women Tshirts,regular,regular,short sleeves,regular sleeves
45502,Women Tshirts,regular,regular,short sleeves,regular sleeves
46423,Women Tshirts,regular,regular,short sleeves,regular sleeves
45659,Women Tshirts,regular,regular,short sleeves,regular sleeves
45952,Women Tshirts,regular,regular,short sleeves,regular sleeves
46808,Women Tshirts,regular,regular,short sleeves,regular sleeves
42519,Women Tshirts,regular,regular,short sleeves,regular sleeves
48679,Women Tshirts,regular,regular,short sleeves,regular sleeves
48516,Women Tshirts,regular,regular,short sleeves,regular sleeves
45351,Women Tshirts,regular,regular,short sleeves,regular sleeves
42459,Women Tshirts,regular,regular,short sleeves,regular sleeves
44054,Women Tshirts,regular,regular,short sleeves,regular sleeves
43643,Women Tshirts,regular,regular,short sleeves,regular sleeves
48264,Women Tshirts,regular,regular,short sleeves,regular sleeves
42046,Women Tshirts,regular,crop,short sleeves,regular sleeves
38390,Women Tshirts,regular,crop,short sleeves,regular sleeves
41415,Women Tshirts,regular,crop,short sleeves,regular sleeves
38679,Women Tshirts,regular,crop,short sleeves,regular sleeves
38064,Women Tshirts,regular,crop,short sleeves,regular sleeves
42974,Women Tshirts,regular,crop,short sleeves,regular sleeves
40267,Women Tshirts,regular,crop,short sleeves,regular sleeves
40514,Women Tshirts,regular,crop,short sleeves,regular sleeves
41253,Women Tshirts,regular,crop,short sleeves,regular sleeves
41286,Women Tshirts,regular,crop,short sleeves,regular sleeves
38264,Women Tshirts,regular,crop,short sleeves,regular sleeves
36154,Women Tshirts,regular,regular,short sleeves,regular sleeves
37127,Women Tshirts,regular,regular,short sleeves,regular sleeves
35067,Women Tshirts,regular,regular,short sleeves,regular sleeves
35190,Women Tshirts,regular,regular,short sleeves,regular sleeves
37158,Women Tshirts,regular,regular,short sleeves,regular sleeves
36358,Women Tshirts,regular,regular,short sleeves,regular sleeves
34993,Women Tshirts,regular,regular,short sleeves,regular sleeves
36245,Women Tshirts,regular,regular,short sleeves,regular sleeves
35053,Women Tshirts,regular,regular,short sleeves,regular sleeves
35054,Women Tshirts,regular,regular,short sleeves,regular sleeves
34995,Women Tshirts,regular,regular,short sleeves,regular sleeves
42683,Women Tshirts,regular,regular,short sleeves,regular sleeves
41947,Women Tshirts,regular,regular,short sleeves,regular sleeves
41946,Women Tshirts,regular,regular,short sleeves,regular sleeves
40285,Women Tshirts,regular,regular,short sleeves,regular sleeves
40900,Women Tshirts,regular,regular,short sleeves,regular sleeves
41236,Women Tshirts,regular,regular,short sleeves,regular sleeves
40403,Women Tshirts,regular,regular,short sleeves,regular sleeves
38517,Women Tshirts,regular,regular,short sleeves,regular sleeves
41945,Women Tshirts,regular,regular,short sleeves,regular sleeves
39258,Women Tshirts,regular,regular,short sleeves,regular sleeves
40270,Women Tshirts,regular,regular,short sleeves,regular sleeves
38488,Women Tshirts,regular,crop,short sleeves,regular sleeves
42522,Women Tshirts,regular,crop,short sleeves,regular sleeves
42573,Women Tshirts,regular,crop,short sleeves,regular sleeves
39094,Women Tshirts,regular,crop,short sleeves,regular sleeves
40335,Women Tshirts,regular,crop,short sleeves,regular sleeves
43427,Women Tshirts,regular,crop,short sleeves,regular sleeves
41556,Women Tshirts,regular,crop,short sleeves,regular sleeves
40492,Women Tshirts,regular,crop,short sleeves,regular sleeves
38385,Women Tshirts,regular,crop,short sleeves,regular sleeves
40117,Women Tshirts,regular,crop,short sleeves,regular sleeves
42117,Women Tshirts,regular,crop,short sleeves,regular sleeves
40213,Women Tshirts,regular,crop,short sleeves,regular sleeves
38731,Women Tshirts,regular,crop,short sleeves,regular sleeves
40126,Women Tshirts,regular,crop,short sleeves,regular sleeves
41760,Women Tshirts,regular,crop,short sleeves,regular sleeves
42347,Women Tshirts,regular,crop,short sleeves,regular sleeves
38654,Women Tshirts,regular,crop,short sleeves,regular sleeves
43209,Women Tshirts,regular,crop,short sleeves,regular sleeves
41481,Women Tshirts,regular,crop,short sleeves,regular sleeves
41263,Women Tshirts,regular,crop,short sleeves,regular sleeves
39728,Women Tshirts,regular,crop,short sleeves,regular sleeves
47920,Women Tshirts,regular,crop,short sleeves,regular sleeves
44231,Women Tshirts,regular,crop,short sleeves,regular sleeves
44002,Women Tshirts,regular,crop,short sleeves,regular sleeves
47879,Women Tshirts,regular,crop,short sleeves,regular sleeves
47197,Women Tshirts,regular,crop,short sleeves,regular sleeves
47407,Women Tshirts,regular,crop,short sleeves,regular sleeves
46610,Women Tshirts,regular,crop,short sleeves,regular sleeves
47845,Women Tshirts,regular,crop,short sleeves,regular sleeves
48292,Women Tshirts,regular,crop,short sleeves,regular sleeves
48265,Women Tshirts,regular,crop,short sleeves,regular sleeves
42991,Women Tshirts,regular,regular,short sleeves,regular sleeves
42317,Women Tshirts,regular,regular,short sleeves,regular sleeves
42988,Women Tshirts,regular,regular,short sleeves,regular sleeves
42321,Women Tshirts,regular,regular,short sleeves,regular sleeves
38547,Women Tshirts,regular,regular,short sleeves,regular sleeves
40139,Women Tshirts,regular,regular,short sleeves,regular sleeves
42288,Women Tshirts,regular,regular,short sleeves,regular sleeves
39588,Women Tshirts,regular,regular,short sleeves,regular sleeves
41337,Women Tshirts,regular,regular,short sleeves,regular sleeves
37854,Women Tshirts,regular,regular,short sleeves,regular sleeves
34056,Women Tshirts,loose,long,short sleeves,regular sleeves
34048,Women Tshirts,loose,long,short sleeves,regular sleeves
34108,Women Tshirts,loose,long,short sleeves,regular sleeves
33456,Women Tshirts,loose,long,short sleeves,regular sleeves
33128,Women Tshirts,loose,long,short sleeves,regular sleeves
34072,Women Tshirts,loose,long,short sleeves,regular sleeves
33037,Women Tshirts,loose,long,short sleeves,regular sleeves
34448,Women Tshirts,loose,long,short sleeves,regular sleeves
33701,Women Tshirts,loose,long,short sleeves,regular sleeves
40035,Women Tshirts,regular,regular,short sleeves,regular sleeves
42213,Women Tshirts,regular,regular,short sleeves,regular sleeves
40973,Women Tshirts,regular,regular,short sleeves,regular sleeves
42873,Women Tshirts,regular,regular,short sleeves,regular sleeves
41955,Women Tshirts,regular,regular,short sleeves,regular sleeves
39124,Women Tshirts,regular,regular,short sleeves,regular sleeves
43324,Women Tshirts,regular,regular,short sleeves,regular sleeves
42511,Women Tshirts,regular,regular,short sleeves,regular sleeves
42445,Women Tshirts,regular,regular,short sleeves,regular sleeves
40628,Women Tshirts,regular,regular,short sleeves,regular sleeves
41393,Women Tshirts,regular,regular,short sleeves,regular sleeves
38905,Women Tshirts,regular,regular,short sleeves,regular sleeves
39065,Women Tshirts,regular,regular,short sleeves,regular sleeves
42114,Women Tshirts,regular,regular,short sleeves,regular sleeves
40511,Women Tshirts,regular,regular,short sleeves,regular sleeves
38891,Women Tshirts,regular,regular,short sleeves,regular sleeves
39408,Women Tshirts,regular,regular,short sleeves,regular sleeves
36503,Women Tshirts,regular,long,short sleeves,regular sleeves
36253,Women Tshirts,regular,long,short sleeves,regular sleeves
35570,Women Tshirts,regular,long,short sleeves,regular sleeves
34886,Women Tshirts,regular,long,short sleeves,regular sleeves
36756,Women Tshirts,regular,long,short sleeves,regular sleeves
34732,Women Tshirts,regular,long,short sleeves,regular sleeves
35568,Women Tshirts,regular,long,short sleeves,regular sleeves
37573,Women Tshirts,regular,long,short sleeves,regular sleeves
40863,Women Tshirts,regular,regular,short sleeves,regular sleeves
41907,Women Tshirts,regular,regular,short sleeves,regular sleeves
38873,Women Tshirts,regular,regular,short sleeves,regular sleeves
41876,Women Tshirts,regular,regular,short sleeves,regular sleeves
42160,Women Tshirts,regular,regular,short sleeves,regular sleeves
38196,Women Tshirts,regular,regular,short sleeves,regular sleeves
43104,Women Tshirts,regular,regular,short sleeves,regular sleeves
38924,Women Tshirts,regular,regular,short sleeves,regular sleeves
37104,Women Tshirts,regular,regular,short sleeves,regular sleeves
37077,Women Tshirts,regular,regular,short sleeves,regular sleeves
35792,Women Tshirts,regular,regular,short sleeves,regular sleeves
36858,Women Tshirts,regular,regular,short sleeves,regular sleeves
37801,Women Tshirts,regular,regular,short sleeves,regular sleeves
35361,Women Tshirts,regular,regular,short sleeves,regular sleeves
35386,Women Tshirts,regular,regular,short sleeves,regular sleeves
37488,Women Tshirts,regular,regular,short sleeves,regular sleeves
36627,Women Tshirts,loose,regular,short sleeves,regular sleeves
35617,Women Tshirts,loose,regular,short sleeves,regular sleeves
36666,Women Tshirts,loose,regular,short sleeves,regular sleeves
37102,Women Tshirts,loose,regular,short sleeves,regular sleeves
36638,Women Tshirts,loose,regular,short sleeves,regular sleeves
37090,Women Tshirts,loose,regular,short sleeves,regular sleeves
36628,Women Tshirts,loose,regular,short sleeves,regular sleeves
37028,Women Tshirts,loose,regular,short sleeves,regular sleeves
41104,Women Tshirts,regular,regular,short sleeves,regular sleeves
41191,Women Tshirts,regular,regular,short sleeves,regular sleeves
42549,Women Tshirts,regular,regular,short sleeves,regular sleeves
39019,Women Tshirts,regular,regular,short sleeves,regular sleeves
38526,Women Tshirts,regular,regular,short sleeves,regular sleeves
42232,Women Tshirts,regular,regular,short sleeves,regular sleeves
39515,Women Tshirts,regular,regular,short sleeves,regular sleeves
38129,Women Tshirts,regular,regular,short sleeves,regular sleeves
41115,Women Tshirts,regular,crop,short sleeves,regular sleeves
40833,Women Tshirts,regular,crop,short sleeves,regular sleeves
39611,Women Tshirts,regular,crop,short sleeves,regular sleeves
41083,Women Tshirts,regular,crop,short sleeves,regular sleeves
41346,Women Tshirts,regular,crop,short sleeves,regular sleeves
41362,Women Tshirts,regular,crop,short sleeves,regular sleeves
41677,Women Tshirts,regular,crop,short sleeves,regular sleeves
42044,Women Tshirts,regular,crop,short sleeves,regular sleeves
48612,Women Tshirts,regular,regular,short sleeves,regular sleeves
44258,Women Tshirts,regular,regular,short sleeves,regular sleeves
45330,Women Tshirts,regular,regular,short sleeves,regular sleeves
45446,Women Tshirts,regular,regular,short sleeves,regular sleeves
48253,Women Tshirts,regular,regular,short sleeves,regular sleeves
45609,Women Tshirts,regular,regular,short sleeves,regular sleeves
47907,Women Tshirts,regular,regular,short sleeves,regular sleeves
41803,Women Tshirts,regular,regular,short sleeves,regular sleeves
41992,Women Tshirts,regular,regular,short sleeves,regular sleeves
38720,Women Tshirts,regular,regular,short sleeves,regular sleeves
43118,Women Tshirts,regular,regular,short sleeves,regular sleeves
43120,Women Tshirts,regular,regular,short sleeves,regular sleeves
41109,Women Tshirts,regular,regular,short sleeves,regular sleeves
39621,Women Tshirts,regular,regular,short sleeves,regular sleeves
46659,Women Tshirts,regular,crop,short sleeves,regular sleeves
47740,Women Tshirts,regular,crop,short sleeves,regular sleeves
43513,Women Tshirts,regular,crop,short sleeves,regular sleeves
48784,Women Tshirts,regular,crop,short sleeves,regular sleeves
48744,Women Tshirts,regular,crop,short sleeves,regular sleeves
46912,Women Tshirts,regular,crop,short sleeves,regular sleeves
44900,Women Tshirts,regular,crop,short sleeves,regular sleeves
48625,Women Tshirts,regular,crop,short sleeves,regular sleeves
47001,Women Tshirts,regular,crop,short sleeves,regular sleeves
40732,Women Tshirts,regular,crop,short sleeves,regular sleeves
47533,Women Tshirts,regular,crop,short sleeves,regular sleeves
46415,Women Tshirts,regular,crop,short sleeves,regular sleeves
47590,Women Tshirts,regular,crop,short sleeves,regular sleeves
47499,Women Tshirts,regular,crop,short sleeves,regular sleeves
42351,Women Tshirts,regular,regular,short sleeves,regular sleeves
38635,Women Tshirts,regular,regular,short sleeves,regular sleeves
40395,Women Tshirts,regular,regular,short sleeves,regular sleeves
38756,Women Tshirts,regular,regular,short sleeves,regular sleeves
