id,Category,blouse_pattern,border,border_width,occassion,ornamentation,pallu_details,transparency
16864,Sarees,same as saree,zari,big border,party,,zari woven,no
16875,Sarees,same as saree,temple border,small border,party,,zari woven,yes
16885,Sarees,same as saree,temple border,big border,party,,zari woven,yes
16886,Sarees,,woven design,no border,traditional,jacquard,same as saree,no
16895,Sarees,same as border,zari,big border,party,,zari woven,no
16898,Sarees,same as border,zari,big border,party,,same as saree,no
16900,Sarees,same as saree,zari,big border,daily,,zari woven,no
16903,Sarees,same as border,temple border,big border,party,,zari woven,yes
16904,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
16926,Sarees,same as saree,zari,big border,party,,zari woven,no
16951,Sarees,same as border,temple border,big border,party,,zari woven,yes
16959,Sarees,same as border,woven design,small border,traditional,,same as saree,no
16965,Sarees,same as saree,zari,big border,daily,,same as saree,no
16986,Sarees,same as saree,woven design,small border,party,,same as saree,no
16991,Sarees,same as saree,zari,small border,traditional,,same as saree,no
16994,Sarees,same as saree,zari,big border,party,,zari woven,no
16996,Sarees,default,zari,big border,party,,zari woven,no
16998,Sarees,default,woven design,small border,traditional,,same as saree,no
17011,Sarees,same as border,default,small border,party,,same as saree,no
17024,Sarees,same as saree,temple border,big border,daily,,zari woven,no
17027,Sarees,default,woven design,big border,traditional,,same as saree,no
17030,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
17041,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
17045,Sarees,default,zari,big border,party,,zari woven,no
17085,Sarees,same as border,woven design,small border,wedding,,same as saree,no
17094,Sarees,same as border,zari,big border,party,,zari woven,no
17097,Sarees,same as saree,solid,small border,party,,same as saree,no
17104,Sarees,default,woven design,big border,daily,,same as saree,no
17107,Sarees,same as border,zari,small border,traditional,,same as saree,no
17112,Sarees,same as border,zari,big border,party,,default,no
17113,Sarees,default,zari,big border,traditional,,zari woven,no
17114,Sarees,solid,zari,,party,tassels and latkans,same as saree,yes
17121,Sarees,same as border,default,small border,daily,,same as saree,no
17125,Sarees,same as saree,zari,small border,party,,zari woven,no
17130,Sarees,default,no border,no border,party,,zari woven,no
17131,Sarees,same as border,default,small border,party,,same as saree,no
17132,Sarees,same as border,woven design,small border,traditional,,same as saree,no
17140,Sarees,same as saree,zari,big border,traditional,,same as saree,no
17148,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17149,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17150,Sarees,same as border,zari,big border,party,,zari woven,yes
17160,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
17188,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17190,Sarees,same as border,woven design,big border,wedding,,same as saree,no
17193,Sarees,same as border,zari,big border,party,,zari woven,yes
17196,Sarees,same as border,zari,big border,traditional,,zari woven,no
17201,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
17203,Sarees,same as border,woven design,big border,traditional,,same as saree,no
17220,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
17222,Sarees,same as saree,solid,big border,traditional,,same as saree,no
17223,Sarees,same as saree,woven design,,party,jacquard,woven design,no
17224,Sarees,same as saree,temple border,big border,party,,zari woven,yes
17235,Sarees,same as border,temple border,big border,party,,zari woven,no
17247,Sarees,solid,default,small border,party,,same as saree,yes
17248,Sarees,default,woven design,big border,traditional,,same as saree,no
17263,Sarees,default,default,small border,party,,zari woven,no
17267,Sarees,default,no border,no border,party,,same as saree,no
17275,Sarees,default,no border,no border,party,,zari woven,no
17278,Sarees,same as saree,zari,small border,traditional,,same as saree,no
17281,Sarees,default,zari,big border,traditional,,zari woven,no
17285,Sarees,,woven design,no border,daily,jacquard,same as saree,no
17288,Sarees,default,no border,no border,party,,zari woven,no
17294,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
17298,Sarees,same as border,zari,big border,,jacquard,default,no
17299,Sarees,same as border,zari,big border,party,,zari woven,no
17301,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
17311,Sarees,same as border,woven design,big border,traditional,,same as saree,no
17317,Sarees,same as saree,woven design,,party,jacquard,woven design,no
17323,Sarees,same as border,zari,big border,daily,,zari woven,no
17332,Sarees,default,zari,small border,traditional,,zari woven,no
17339,Sarees,same as border,temple border,big border,party,,zari woven,yes
17341,Sarees,,woven design,big border,daily,tassels and latkans,same as saree,no
17345,Sarees,default,no border,no border,party,,zari woven,no
17351,Sarees,same as saree,zari,big border,traditional,,same as saree,no
17353,Sarees,same as border,woven design,small border,party,,same as saree,no
17355,Sarees,same as border,woven design,big border,traditional,,same as saree,no
17356,Sarees,default,zari,big border,party,,zari woven,no
17360,Sarees,default,no border,no border,party,,zari woven,no
17361,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17370,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
17371,Sarees,same as saree,temple border,small border,party,,zari woven,yes
17378,Sarees,same as border,woven design,big border,traditional,,zari woven,no
17396,Sarees,same as saree,zari,big border,traditional,,same as saree,no
17401,Sarees,same as border,,big border,daily,default,default,no
17409,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
17412,Sarees,same as border,temple border,big border,party,,zari woven,no
17418,Sarees,same as border,zari,big border,party,,zari woven,yes
17432,Sarees,same as border,zari,big border,party,,zari woven,yes
17438,Sarees,same as saree,zari,small border,daily,,same as saree,no
17439,Sarees,same as border,temple border,big border,traditional,,zari woven,no
17445,Sarees,same as border,woven design,small border,traditional,,same as saree,no
17446,Sarees,same as border,temple border,big border,party,,zari woven,no
17448,Sarees,default,zari,big border,party,,zari woven,no
17463,Sarees,same as saree,solid,big border,daily,,same as saree,no
17465,Sarees,same as saree,zari,big border,party,,zari woven,no
17469,Sarees,same as saree,zari,big border,party,,zari woven,no
17483,Sarees,same as border,temple border,big border,party,,zari woven,no
17496,Sarees,same as border,zari,big border,party,,zari woven,no
17500,Sarees,same as saree,temple border,small border,party,,zari woven,yes
17504,Sarees,same as saree,zari,small border,traditional,,zari woven,no
17507,Sarees,default,no border,no border,party,,same as saree,no
17513,Sarees,same as saree,zari,small border,party,,same as saree,no
17526,Sarees,same as border,woven design,small border,wedding,,same as saree,no
17530,Sarees,default,zari,big border,traditional,,zari woven,no
17539,Sarees,same as saree,zari,big border,traditional,,same as saree,no
17541,Sarees,default,default,big border,party,,zari woven,no
17544,Sarees,solid,zari,big border,daily,,zari woven,no
17545,Sarees,same as saree,zari,big border,party,,zari woven,no
17551,Sarees,same as border,temple border,big border,party,,zari woven,yes
17571,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17579,Sarees,same as border,woven design,small border,party,,same as saree,no
17591,Sarees,same as saree,zari,big border,party,,zari woven,yes
17594,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17599,Sarees,,temple border,big border,daily,tassels and latkans,same as saree,no
17606,Sarees,same as saree,solid,small border,traditional,,same as saree,no
17609,Sarees,default,default,small border,party,,same as saree,no
17623,Sarees,same as border,zari,small border,traditional,,zari woven,no
17624,Sarees,solid,default,small border,party,default,same as saree,
17630,Sarees,same as saree,zari,big border,party,,woven design,yes
17644,Sarees,same as saree,zari,small border,traditional,default,,no
17656,Sarees,default,woven design,big border,traditional,,zari woven,no
17657,Sarees,same as border,temple border,small border,party,,zari woven,no
17659,Sarees,default,woven design,small border,traditional,,same as saree,no
17660,Sarees,default,woven design,big border,wedding,,same as saree,no
17661,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17679,Sarees,same as border,woven design,small border,daily,,same as saree,no
17681,Sarees,same as border,zari,big border,party,,zari woven,no
17689,Sarees,default,default,big border,party,,zari woven,no
17691,Sarees,default,temple border,big border,party,,same as saree,no
17694,Sarees,default,zari,big border,traditional,,zari woven,no
17696,Sarees,default,default,small border,daily,,same as saree,no
17702,Sarees,same as border,default,small border,traditional,,same as saree,no
17703,Sarees,same as border,zari,big border,party,,same as saree,no
17708,Sarees,same as border,temple border,big border,party,,zari woven,no
17712,Sarees,same as saree,woven design,big border,party,,same as saree,no
17716,Sarees,default,woven design,big border,party,,same as saree,no
17728,Sarees,same as saree,zari,small border,party,,same as saree,yes
17735,Sarees,same as saree,zari,big border,daily,,zari woven,no
17743,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
17744,Sarees,solid,zari,big border,party,,default,no
17761,Sarees,same as saree,zari,small border,daily,,same as saree,no
17773,Sarees,same as saree,temple border,big border,party,,zari woven,yes
17777,Sarees,same as border,woven design,small border,traditional,,same as saree,no
17782,Sarees,same as border,zari,big border,party,,zari woven,no
17787,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17801,Sarees,same as border,temple border,big border,daily,,zari woven,no
17809,Sarees,same as border,temple border,big border,party,,zari woven,no
17812,Sarees,same as saree,zari,small border,party,,same as saree,no
17814,Sarees,default,zari,big border,wedding,,zari woven,no
17817,Sarees,same as border,temple border,big border,party,,zari woven,no
17828,Sarees,same as border,temple border,big border,party,,zari woven,no
17830,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17845,Sarees,same as saree,woven design,,party,jacquard,woven design,no
17846,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
17847,Sarees,default,woven design,big border,wedding,,same as saree,no
17848,Sarees,same as saree,woven design,,party,jacquard,woven design,no
17852,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
17857,Sarees,same as border,zari,big border,party,,zari woven,no
17868,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
17882,Sarees,same as saree,temple border,big border,party,,zari woven,yes
17885,Sarees,same as border,woven design,big border,traditional,,same as saree,no
17888,Sarees,default,woven design,small border,wedding,,same as saree,no
17892,Sarees,default,no border,no border,party,,zari woven,no
17893,Sarees,default,zari,big border,,jacquard,zari woven,no
17900,Sarees,same as saree,zari,big border,party,,zari woven,yes
17904,Sarees,same as saree,temple border,big border,party,,zari woven,no
17906,Sarees,same as border,temple border,big border,party,,zari woven,no
17910,Sarees,same as saree,temple border,big border,party,,zari woven,yes
17911,Sarees,same as saree,woven design,,party,jacquard,woven design,no
17913,Sarees,default,woven design,big border,traditional,,zari woven,no
17915,Sarees,same as saree,temple border,big border,party,,zari woven,yes
17916,Sarees,same as border,temple border,small border,party,,zari woven,yes
17925,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
17932,Sarees,same as border,temple border,big border,party,,zari woven,no
17935,Sarees,solid,temple border,big border,wedding,,zari woven,no
17938,Sarees,default,woven design,small border,daily,,zari woven,no
17940,Sarees,,default,small border,party,default,same as saree,no
17946,Sarees,default,zari,big border,party,,zari woven,no
17949,Sarees,same as saree,zari,small border,daily,,zari woven,no
17950,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17954,Sarees,same as border,zari,big border,traditional,,zari woven,no
17970,Sarees,same as saree,woven design,big border,daily,,same as saree,no
17978,Sarees,same as saree,woven design,,party,jacquard,woven design,no
17987,Sarees,solid,zari,big border,daily,,zari woven,yes
17992,Sarees,same as saree,woven design,,party,jacquard,woven design,no
17993,Sarees,,woven design,no border,wedding,jacquard,same as saree,no
17996,Sarees,same as border,default,small border,traditional,jacquard,,no
17998,Sarees,same as border,temple border,big border,party,,zari woven,yes
17999,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
18019,Sarees,default,no border,no border,party,,same as saree,no
18029,Sarees,same as border,temple border,big border,party,,zari woven,no
18038,Sarees,same as border,default,big border,traditional,,zari woven,no
18042,Sarees,same as border,temple border,big border,party,,zari woven,yes
18043,Sarees,same as border,zari,big border,party,,zari woven,no
18048,Sarees,default,zari,big border,party,,zari woven,no
18050,Sarees,same as border,woven design,big border,daily,,same as saree,no
18053,Sarees,default,zari,big border,traditional,,zari woven,no
18070,Sarees,same as border,zari,big border,party,,zari woven,yes
18071,Sarees,same as saree,solid,small border,daily,,same as saree,no
18076,Sarees,default,zari,big border,traditional,,zari woven,no
18082,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
18083,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
18106,Sarees,same as border,temple border,big border,party,,zari woven,no
18109,Sarees,same as border,temple border,big border,party,,zari woven,no
18110,Sarees,default,no border,no border,party,,same as saree,no
18116,Sarees,same as saree,zari,big border,party,,zari woven,no
18119,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
18135,Sarees,same as border,woven design,small border,traditional,,same as saree,no
18138,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18145,Sarees,same as border,temple border,big border,party,,zari woven,no
18152,Sarees,same as saree,temple border,small border,daily,,zari woven,yes
18155,Sarees,same as saree,woven design,,party,jacquard,woven design,no
18158,Sarees,same as saree,temple border,big border,party,,zari woven,yes
18159,Sarees,same as saree,woven design,,party,jacquard,woven design,no
18164,Sarees,same as border,zari,big border,party,,zari woven,no
18166,Sarees,same as saree,temple border,big border,party,,zari woven,yes
18169,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
18180,Sarees,same as saree,zari,big border,daily,,same as saree,no
18182,Sarees,same as saree,zari,small border,daily,,zari woven,no
18187,Sarees,same as border,zari,small border,traditional,,zari woven,no
18192,Sarees,default,zari,small border,traditional,,zari woven,no
18195,Sarees,same as border,zari,small border,party,,zari woven,no
18197,Sarees,same as saree,zari,small border,party,,same as saree,no
18201,Sarees,same as border,woven design,big border,party,,zari woven,no
18207,Sarees,same as saree,zari,big border,daily,,zari woven,no
18208,Sarees,same as saree,zari,big border,party,,zari woven,no
18214,Sarees,same as border,zari,small border,traditional,,zari woven,no
18217,Sarees,same as saree,zari,big border,party,,zari woven,no
18220,Sarees,default,no border,no border,party,,same as saree,no
18231,Sarees,same as saree,temple border,big border,daily,,zari woven,no
18232,Sarees,same as border,woven design,small border,wedding,,same as saree,no
18248,Sarees,same as border,woven design,small border,traditional,,zari woven,no
18250,Sarees,solid,zari,big border,traditional,,zari woven,no
18256,Sarees,default,zari,big border,traditional,,zari woven,no
18260,Sarees,same as saree,zari,big border,daily,,zari woven,no
18265,Sarees,default,no border,no border,party,,zari woven,no
18267,Sarees,same as border,temple border,big border,party,,zari woven,no
18280,Sarees,same as border,zari,small border,party,,same as saree,no
18292,Sarees,default,woven design,big border,daily,,same as saree,no
18300,Sarees,same as saree,woven design,,party,jacquard,woven design,no
18301,Sarees,same as border,woven design,small border,wedding,,same as saree,no
18307,Sarees,same as border,zari,big border,party,,zari woven,no
18338,Sarees,default,woven design,big border,daily,,same as saree,no
18341,Sarees,default,woven design,big border,party,,zari woven,no
18344,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
18353,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18359,Sarees,same as border,woven design,small border,daily,,same as saree,no
18366,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
18372,Sarees,same as saree,temple border,small border,party,,zari woven,yes
18375,Sarees,,zari,big border,traditional,default,zari woven,no
18377,Sarees,default,default,small border,party,default,,no
18390,Sarees,same as saree,zari,big border,daily,,zari woven,no
18397,Sarees,same as border,temple border,big border,party,,zari woven,no
18398,Sarees,default,no border,no border,party,,zari woven,no
18403,Sarees,same as saree,temple border,big border,party,,zari woven,yes
18405,Sarees,default,woven design,small border,daily,,same as saree,no
18410,Sarees,same as saree,solid,small border,party,,same as saree,no
18421,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18431,Sarees,default,woven design,big border,daily,,same as saree,no
18437,Sarees,same as saree,solid,small border,party,,same as saree,no
18445,Sarees,same as border,woven design,small border,party,,same as saree,no
18446,Sarees,solid,zari,big border,party,,zari woven,no
18455,Sarees,solid,no border,no border,party,,zari woven,no
18459,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
18460,Sarees,default,zari,big border,traditional,,same as saree,no
18472,Sarees,same as border,default,small border,wedding,,same as saree,no
18473,Sarees,default,zari,big border,party,,zari woven,no
18474,Sarees,default,zari,big border,party,,zari woven,no
18494,Sarees,same as border,woven design,big border,daily,,same as saree,no
18495,Sarees,same as border,temple border,big border,party,,zari woven,yes
18516,Sarees,same as saree,zari,big border,party,,zari woven,no
18517,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
18520,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18529,Sarees,same as border,zari,big border,party,,zari woven,yes
18534,Sarees,same as saree,zari,big border,party,,zari woven,no
18547,Sarees,same as border,zari,big border,traditional,,zari woven,no
18550,Sarees,solid,default,small border,party,,same as saree,no
18564,Sarees,same as border,temple border,big border,party,,zari woven,yes
18578,Sarees,solid,zari,big border,party,,zari woven,yes
18584,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18588,Sarees,same as border,woven design,small border,traditional,,same as saree,no
18592,Sarees,same as saree,woven design,,party,jacquard,woven design,no
18593,Sarees,same as border,zari,big border,traditional,,zari woven,no
18610,Sarees,default,no border,no border,party,,zari woven,no
18613,Sarees,default,no border,no border,party,,zari woven,no
18615,Sarees,same as border,woven design,big border,traditional,,zari woven,no
18620,Sarees,same as saree,zari,small border,daily,,zari woven,no
18630,Sarees,same as border,zari,big border,party,,zari woven,yes
18636,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
18643,Sarees,same as saree,woven design,,party,jacquard,woven design,no
18644,Sarees,default,no border,no border,party,,zari woven,no
18652,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18677,Sarees,same as border,temple border,big border,party,,zari woven,yes
18680,Sarees,same as saree,zari,big border,daily,,zari woven,no
18683,Sarees,default,zari,small border,party,,zari woven,no
18707,Sarees,default,no border,no border,party,,same as saree,no
18709,Sarees,same as border,temple border,big border,party,,zari woven,no
18722,Sarees,default,no border,no border,party,,zari woven,no
18732,Sarees,same as border,zari,big border,daily,,zari woven,no
18742,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
18761,Sarees,same as saree,zari,big border,party,,zari woven,no
18765,Sarees,same as border,temple border,big border,party,,zari woven,no
18772,Sarees,solid,default,small border,party,,same as saree,no
18778,Sarees,same as border,woven design,big border,traditional,,zari woven,no
18787,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
18789,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
18793,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18794,Sarees,same as border,default,small border,party,,woven design,no
18795,Sarees,,zari,big border,daily,tassels and latkans,same as saree,no
18796,Sarees,same as border,zari,big border,party,,zari woven,yes
18803,Sarees,same as saree,zari,small border,party,,same as saree,no
18805,Sarees,same as saree,woven design,,party,jacquard,woven design,no
18810,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18823,Sarees,same as saree,temple border,big border,party,,zari woven,yes
18836,Sarees,same as border,woven design,small border,party,,same as saree,no
18842,Sarees,same as border,zari,big border,daily,,zari woven,no
18843,Sarees,same as border,zari,big border,party,,zari woven,no
18851,Sarees,same as border,zari,small border,party,,same as saree,no
18855,Sarees,default,zari,big border,party,,zari woven,no
18857,Sarees,default,zari,big border,party,,zari woven,no
18869,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
18899,Sarees,same as border,temple border,big border,party,,zari woven,no
18903,Sarees,default,no border,no border,party,,zari woven,no
18919,Sarees,default,default,big border,traditional,,same as saree,no
18934,Sarees,solid,default,small border,party,default,,no
18940,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18956,Sarees,same as border,temple border,big border,party,,zari woven,no
18957,Sarees,same as border,temple border,big border,party,,zari woven,yes
18958,Sarees,same as border,zari,big border,party,,zari woven,yes
18968,Sarees,default,no border,no border,party,,zari woven,no
18980,Sarees,same as saree,woven design,big border,daily,,same as saree,no
18985,Sarees,default,no border,no border,party,,zari woven,no
19001,Sarees,same as saree,woven design,,party,jacquard,woven design,no
19004,Sarees,same as border,temple border,big border,party,,zari woven,no
19021,Sarees,default,no border,no border,party,,same as saree,no
19029,Sarees,same as saree,zari,big border,traditional,,same as saree,no
19033,Sarees,default,zari,small border,party,,same as saree,no
19051,Sarees,default,woven design,big border,wedding,,zari woven,no
19054,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
19057,Sarees,same as saree,temple border,big border,daily,,zari woven,yes
19061,Sarees,same as border,zari,big border,party,,zari woven,no
19062,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19063,Sarees,default,zari,big border,party,,zari woven,no
19065,Sarees,same as saree,zari,big border,traditional,,same as saree,no
19071,Sarees,same as border,temple border,big border,party,,zari woven,no
19082,Sarees,same as saree,woven design,small border,party,,same as saree,no
19083,Sarees,default,no border,no border,party,,zari woven,no
19090,Sarees,same as saree,no border,no border,party,,same as saree,no
19091,Sarees,same as border,temple border,big border,party,,zari woven,yes
19092,Sarees,same as saree,zari,small border,traditional,,zari woven,no
19098,Sarees,same as border,zari,big border,party,,zari woven,yes
19108,Sarees,default,zari,small border,traditional,,same as saree,no
19119,Sarees,same as border,temple border,big border,daily,,zari woven,no
19127,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19133,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
19135,Sarees,default,zari,big border,traditional,,zari woven,no
19139,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19143,Sarees,same as border,woven design,big border,wedding,,same as saree,no
19147,Sarees,same as border,zari,big border,party,,zari woven,no
19153,Sarees,,no border,no border,party,jacquard,woven design,no
19155,Sarees,same as border,temple border,big border,party,,zari woven,no
19175,Sarees,same as border,woven design,small border,traditional,,same as saree,no
19177,Sarees,same as border,temple border,big border,party,,zari woven,no
19179,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19182,Sarees,same as border,temple border,big border,party,,zari woven,no
19185,Sarees,same as border,temple border,big border,party,,zari woven,yes
19189,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19190,Sarees,same as saree,solid,small border,party,,same as saree,no
19191,Sarees,same as border,zari,big border,party,,zari woven,yes
19202,Sarees,default,woven design,small border,daily,,same as saree,no
19207,Sarees,same as saree,zari,big border,party,,zari woven,yes
19209,Sarees,same as saree,zari,small border,party,,same as saree,no
19212,Sarees,same as border,temple border,big border,party,,zari woven,yes
19233,Sarees,same as saree,zari,big border,party,,zari woven,yes
19240,Sarees,same as border,temple border,big border,party,,zari woven,yes
19252,Sarees,default,woven design,big border,party,,same as saree,no
19258,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19265,Sarees,same as saree,zari,big border,party,,zari woven,no
19268,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
19269,Sarees,,zari,big border,traditional,tassels and latkans,same as saree,no
19271,Sarees,same as saree,zari,big border,traditional,,same as saree,no
19282,Sarees,same as border,zari,big border,daily,,zari woven,no
19284,Sarees,same as border,temple border,big border,daily,,zari woven,no
19285,Sarees,same as border,zari,big border,party,,zari woven,yes
19301,Sarees,same as saree,zari,big border,daily,,zari woven,no
19304,Sarees,same as border,temple border,big border,party,,zari woven,no
19319,Sarees,same as saree,woven design,small border,traditional,,same as saree,no
19353,Sarees,same as saree,temple border,big border,party,,zari woven,yes
19359,Sarees,same as border,woven design,big border,daily,,zari woven,no
19363,Sarees,same as saree,zari,big border,party,,zari woven,no
19370,Sarees,same as saree,woven design,big border,daily,,same as saree,no
19375,Sarees,default,no border,no border,party,,same as saree,no
19385,Sarees,,zari,big border,traditional,default,zari woven,no
19386,Sarees,default,no border,no border,party,,zari woven,no
19389,Sarees,same as saree,zari,big border,daily,,zari woven,no
19394,Sarees,default,no border,no border,party,,zari woven,no
19397,Sarees,same as border,temple border,big border,party,,zari woven,yes
19401,Sarees,same as saree,zari,small border,traditional,,zari woven,no
19402,Sarees,default,zari,big border,party,,zari woven,no
19403,Sarees,same as saree,solid,small border,traditional,,zari woven,no
19404,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19406,Sarees,same as border,zari,big border,traditional,,default,no
19429,Sarees,same as border,woven design,small border,daily,,same as saree,no
19439,Sarees,same as saree,woven design,big border,daily,,same as saree,no
19448,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
19462,Sarees,same as saree,zari,small border,traditional,,same as saree,no
19466,Sarees,default,zari,small border,traditional,,zari woven,no
19472,Sarees,same as saree,zari,big border,party,,zari woven,no
19481,Sarees,same as border,woven design,big border,wedding,,same as saree,no
19491,Sarees,same as border,woven design,big border,traditional,,zari woven,no
19492,Sarees,default,woven design,big border,traditional,,same as saree,no
19493,Sarees,same as border,temple border,big border,party,,zari woven,no
19500,Sarees,default,woven design,big border,traditional,,same as saree,no
19501,Sarees,same as border,zari,small border,daily,tassels and latkans,,no
19515,Sarees,same as border,temple border,big border,daily,,zari woven,no
19517,Sarees,default,default,big border,party,,zari woven,no
19521,Sarees,same as saree,zari,small border,daily,,zari woven,no
19522,Sarees,same as saree,zari,small border,party,,zari woven,yes
19525,Sarees,same as border,temple border,big border,party,,zari woven,no
19530,Sarees,,zari,big border,traditional,jacquard,default,no
19540,Sarees,same as border,woven design,big border,wedding,,same as saree,no
19542,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
19546,Sarees,same as border,temple border,big border,party,,zari woven,yes
19554,Sarees,same as border,zari,small border,party,,zari woven,no
19573,Sarees,same as saree,zari,small border,party,,zari woven,yes
19580,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
19613,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19624,Sarees,same as border,temple border,big border,party,,zari woven,no
19633,Sarees,same as border,zari,small border,traditional,,zari woven,no
19652,Sarees,same as border,zari,small border,traditional,,same as saree,no
19656,Sarees,same as saree,zari,small border,party,,same as saree,no
19669,Sarees,same as saree,temple border,small border,daily,,zari woven,yes
19683,Sarees,same as saree,solid,small border,traditional,,same as saree,no
19687,Sarees,default,woven design,big border,daily,,same as saree,no
19698,Sarees,same as saree,temple border,big border,party,,zari woven,no
19720,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
19723,Sarees,same as saree,zari,small border,traditional,,zari woven,no
19731,Sarees,same as border,zari,big border,party,,zari woven,no
19733,Sarees,same as border,temple border,big border,party,,zari woven,no
19734,Sarees,default,zari,big border,party,,same as saree,no
19736,Sarees,same as border,zari,big border,party,,zari woven,yes
19744,Sarees,default,temple border,big border,party,,same as saree,no
19745,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
19749,Sarees,same as saree,default,small border,daily,,same as saree,no
19757,Sarees,same as border,zari,big border,party,,default,no
19769,Sarees,same as border,temple border,big border,daily,,zari woven,no
19771,Sarees,same as border,zari,big border,party,,zari woven,no
19773,Sarees,same as saree,woven design,small border,daily,,same as saree,no
19774,Sarees,same as saree,no border,no border,party,,same as saree,no
19779,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19792,Sarees,same as saree,woven design,big border,daily,,same as saree,no
19793,Sarees,same as saree,zari,big border,party,,zari woven,no
19800,Sarees,default,woven design,small border,traditional,,zari woven,no
19801,Sarees,same as border,zari,big border,party,,zari woven,yes
19807,Sarees,same as border,temple border,big border,party,,zari woven,no
19810,Sarees,same as border,temple border,big border,party,,zari woven,no
19817,Sarees,same as saree,woven design,big border,daily,,same as saree,no
19822,Sarees,same as border,temple border,big border,daily,,zari woven,no
19823,Sarees,same as saree,woven design,big border,traditional,,same as saree,no
19833,Sarees,same as saree,woven design,big border,daily,,same as saree,no
19835,Sarees,default,zari,big border,traditional,,zari woven,no
19837,Sarees,same as border,woven design,small border,traditional,,same as saree,no
19838,Sarees,same as border,zari,big border,party,,zari woven,yes
19845,Sarees,same as border,woven design,small border,traditional,,same as saree,no
19854,Sarees,same as saree,woven design,big border,wedding,,same as saree,no
19863,Sarees,same as border,temple border,big border,party,,zari woven,no
19867,Sarees,default,woven design,big border,traditional,,same as saree,no
19870,Sarees,default,no border,no border,party,,zari woven,no
19878,Sarees,same as saree,default,small border,daily,default,,no
19884,Sarees,same as border,zari,big border,party,,zari woven,yes
19888,Sarees,same as border,temple border,big border,party,,zari woven,no
19902,Sarees,,zari,big border,traditional,jacquard,default,no
19904,Sarees,same as saree,zari,big border,party,,default,no
19916,Sarees,default,no border,no border,party,,zari woven,no
19920,Sarees,same as saree,woven design,,party,jacquard,woven design,no
