id,Category,fit_shape,length,sleeve_length,sleeve_styling
67532,Women Tops & Tunics,fitted,regular,short sleeves,
67555,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
67566,Women Tops & Tunics,fitted,regular,short sleeves,
67579,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
67639,Women Tops & Tunics,fitted,regular,short sleeves,
67654,Women Tops & Tunics,fitted,regular,long sleeves,
67658,Women Tops & Tunics,fitted,regular,short sleeves,
67680,Women Tops & Tunics,fitted,regular,short sleeves,
67753,Women Tops & Tunics,fitted,regular,long sleeves,
67770,Women Tops & Tunics,fitted,regular,short sleeves,
67772,Women Tops & Tunics,fitted,crop,short sleeves,
67812,Women Tops & Tunics,fitted,regular,short sleeves,
67816,Women Tops & Tunics,fitted,regular,short sleeves,
67818,Women Tops & Tunics,fitted,regular,short sleeves,
67883,Women Tops & Tunics,fitted,regular,short sleeves,
67889,Women Tops & Tunics,fitted,regular,short sleeves,
67895,Women Tops & Tunics,regular,crop,sleeveless,
67942,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
67988,Women Tops & Tunics,fitted,regular,short sleeves,
67993,Women Tops & Tunics,fitted,regular,short sleeves,
68047,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
68070,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
68095,Women Tops & Tunics,default,,long sleeves,regular sleeves
68101,Women Tops & Tunics,fitted,regular,short sleeves,
68115,Women Tops & Tunics,fitted,regular,short sleeves,
68120,Women Tops & Tunics,fitted,regular,long sleeves,
68139,Women Tops & Tunics,fitted,regular,long sleeves,
68152,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
68161,Women Tops & Tunics,fitted,regular,short sleeves,
68163,Women Tops & Tunics,fitted,regular,short sleeves,
68170,Women Tops & Tunics,fitted,crop,short sleeves,
68176,Women Tops & Tunics,fitted,regular,short sleeves,
68187,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
68201,Women Tops & Tunics,regular,regular,long sleeves,
68206,Women Tops & Tunics,fitted,regular,short sleeves,
68226,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
68236,Women Tops & Tunics,fitted,regular,long sleeves,
68266,Women Tops & Tunics,regular,regular,three-quarter sleeves,
68278,Women Tops & Tunics,default,regular,three-quarter sleeves,
68287,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
68291,Women Tops & Tunics,fitted,regular,short sleeves,
68297,Women Tops & Tunics,fitted,regular,short sleeves,
68310,Women Tops & Tunics,fitted,regular,short sleeves,
68378,Women Tops & Tunics,fitted,regular,short sleeves,
68412,Women Tops & Tunics,fitted,regular,short sleeves,
68421,Women Tops & Tunics,fitted,regular,short sleeves,
68449,Women Tops & Tunics,fitted,regular,short sleeves,
68461,Women Tops & Tunics,fitted,regular,short sleeves,
68471,Women Tops & Tunics,fitted,regular,short sleeves,
68472,Women Tops & Tunics,fitted,regular,short sleeves,
68500,Women Tops & Tunics,fitted,regular,short sleeves,
68501,Women Tops & Tunics,fitted,regular,short sleeves,
68509,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
68518,Women Tops & Tunics,fitted,regular,short sleeves,
68519,Women Tops & Tunics,fitted,regular,short sleeves,
68520,Women Tops & Tunics,fitted,regular,short sleeves,
68542,Women Tops & Tunics,fitted,regular,short sleeves,
68548,Women Tops & Tunics,fitted,regular,short sleeves,
68549,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
68608,Women Tops & Tunics,regular,regular,three-quarter sleeves,
68617,Women Tops & Tunics,fitted,,short sleeves,default
68662,Women Tops & Tunics,regular,regular,long sleeves,
68665,Women Tops & Tunics,fitted,regular,short sleeves,
68673,Women Tops & Tunics,fitted,regular,short sleeves,
68692,Women Tops & Tunics,regular,regular,short sleeves,
68697,Women Tops & Tunics,fitted,regular,long sleeves,
68699,Women Tops & Tunics,fitted,regular,short sleeves,
68724,Women Tops & Tunics,regular,regular,short sleeves,
68740,Women Tops & Tunics,fitted,regular,short sleeves,
68746,Women Tops & Tunics,fitted,regular,short sleeves,
68776,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
68780,Women Tops & Tunics,,crop,short sleeves,regular sleeves
68805,Women Tops & Tunics,fitted,crop,short sleeves,
68842,Women Tops & Tunics,fitted,regular,short sleeves,
68876,Women Tops & Tunics,default,crop,short sleeves,
68880,Women Tops & Tunics,fitted,regular,short sleeves,
68906,Women Tops & Tunics,default,regular,three-quarter sleeves,
68917,Women Tops & Tunics,fitted,regular,short sleeves,
68923,Women Tops & Tunics,regular,regular,three-quarter sleeves,
68946,Women Tops & Tunics,fitted,crop,short sleeves,
68960,Women Tops & Tunics,default,,long sleeves,regular sleeves
69011,Women Tops & Tunics,fitted,regular,short sleeves,
69035,Women Tops & Tunics,fitted,regular,short sleeves,
69058,Women Tops & Tunics,fitted,regular,short sleeves,
69070,Women Tops & Tunics,regular,regular,short sleeves,
69078,Women Tops & Tunics,regular,regular,long sleeves,
69088,Women Tops & Tunics,fitted,regular,short sleeves,
69112,Women Tops & Tunics,fitted,regular,short sleeves,
69114,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
69115,Women Tops & Tunics,fitted,regular,short sleeves,
69156,Women Tops & Tunics,fitted,regular,short sleeves,
69184,Women Tops & Tunics,fitted,regular,short sleeves,
69211,Women Tops & Tunics,fitted,regular,short sleeves,
69232,Women Tops & Tunics,fitted,regular,short sleeves,
69236,Women Tops & Tunics,default,,long sleeves,regular sleeves
69247,Women Tops & Tunics,fitted,regular,short sleeves,
69248,Women Tops & Tunics,fitted,regular,short sleeves,
69254,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
69280,Women Tops & Tunics,fitted,regular,short sleeves,
69294,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
69306,Women Tops & Tunics,fitted,regular,short sleeves,
69309,Women Tops & Tunics,fitted,regular,short sleeves,
69332,Women Tops & Tunics,fitted,regular,short sleeves,
69370,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
69380,Women Tops & Tunics,fitted,regular,short sleeves,
69383,Women Tops & Tunics,regular,regular,long sleeves,
69421,Women Tops & Tunics,regular,regular,short sleeves,
69487,Women Tops & Tunics,fitted,regular,short sleeves,
69530,Women Tops & Tunics,fitted,regular,short sleeves,
69577,Women Tops & Tunics,fitted,regular,short sleeves,
69581,Women Tops & Tunics,default,crop,short sleeves,
69635,Women Tops & Tunics,fitted,regular,long sleeves,
69639,Women Tops & Tunics,default,,three-quarter sleeves,regular sleeves
69672,Women Tops & Tunics,fitted,regular,long sleeves,
69673,Women Tops & Tunics,fitted,regular,short sleeves,
69689,Women Tops & Tunics,regular,regular,three-quarter sleeves,
69697,Women Tops & Tunics,fitted,regular,short sleeves,
69720,Women Tops & Tunics,fitted,regular,short sleeves,
69729,Women Tops & Tunics,fitted,regular,short sleeves,
69732,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
69739,Women Tops & Tunics,fitted,regular,short sleeves,
69787,Women Tops & Tunics,fitted,regular,short sleeves,
69793,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
69796,Women Tops & Tunics,fitted,regular,short sleeves,
69827,Women Tops & Tunics,fitted,regular,short sleeves,
69850,Women Tops & Tunics,regular,crop,short sleeves,
69867,Women Tops & Tunics,regular,crop,short sleeves,
69927,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
69933,Women Tops & Tunics,fitted,regular,short sleeves,
69974,Women Tops & Tunics,fitted,regular,three-quarter sleeves,
70001,Women Tops & Tunics,regular,crop,short sleeves,
70035,Women Tops & Tunics,fitted,regular,short sleeves,
70064,Women Tops & Tunics,regular,regular,short sleeves,
70065,Women Tops & Tunics,fitted,regular,short sleeves,
70097,Women Tops & Tunics,fitted,regular,short sleeves,
70111,Women Tops & Tunics,fitted,regular,short sleeves,
70149,Women Tops & Tunics,fitted,regular,short sleeves,
70179,Women Tops & Tunics,default,,long sleeves,regular sleeves
70220,Women Tops & Tunics,default,crop,long sleeves,
70236,Women Tops & Tunics,fitted,regular,short sleeves,
70278,Women Tops & Tunics,fitted,regular,short sleeves,
70286,Women Tops & Tunics,fitted,regular,short sleeves,
70311,Women Tops & Tunics,fitted,regular,short sleeves,
38269,Women Tshirts,,crop,short sleeves,regular sleeves
38757,Women Tshirts,,crop,short sleeves,regular sleeves
39387,Women Tshirts,regular,regular,short sleeves,
