id,Category,occasion,ornamentation
26472,Kurtis,daily,net
26367,Kurtis,daily,default
26471,Kurtis,daily,net
26470,Kurtis,daily,net
26450,Kurtis,daily,default
26444,Kurtis,daily,net
26443,Kurtis,daily,net
26413,Kurtis,party,net
26388,Kurtis,daily,default
28478,Kurtis,daily,net
