id,Category,blouse_pattern,border,border_width,occasion,ornamentation,pallu_details,transparency
19821,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
12661,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
23834,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
13618,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
13261,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
10402,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
16400,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
17191,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
16992,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
10337,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
24401,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
20507,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
18566,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
22865,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
13765,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
12552,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
17832,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
12031,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
17577,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
22710,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
19631,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
19003,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
16590,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
15101,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
22886,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
9544,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
10274,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
10110,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
8508,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
8607,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
21440,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25271,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22826,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8193,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19123,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15669,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21536,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16173,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15567,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16358,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11124,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12032,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8675,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22049,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21233,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15610,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10541,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9602,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11229,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10697,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8842,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15258,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16492,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24223,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20509,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21550,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11917,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14949,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19471,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8882,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21746,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19467,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9819,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12471,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22939,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10480,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15683,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20891,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24043,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24413,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22055,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11591,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18965,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8178,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16630,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23062,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23982,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16401,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14654,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8332,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7634,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22409,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20533,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11532,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8185,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
20567,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
9995,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
18288,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
23789,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
15371,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
13380,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
20250,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
16947,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
8738,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
22238,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
21197,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
21964,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
16065,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
14443,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
20906,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
19562,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
11101,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
13181,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
21339,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
12446,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
13402,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
19966,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
12583,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
20596,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
10461,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
23006,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
21387,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
15876,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
10781,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
13491,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
21363,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
8893,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
8218,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
23734,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
19166,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
19253,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
8855,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
7654,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
15540,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
12435,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
9631,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
11781,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
14391,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
22400,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
19274,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
12855,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
12517,Sarees,same as saree,temple border,small border,party,jacquard,woven design,no
24635,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17322,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13167,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11056,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22737,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21804,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10026,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23540,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24858,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15235,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19457,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18175,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24698,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24534,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18118,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18975,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10213,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20851,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16587,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14467,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22973,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22228,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15522,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20121,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20400,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23743,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9157,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16479,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19132,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12367,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19746,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25620,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25261,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23498,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
14333,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
17119,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
18989,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
14049,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
10590,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
11677,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
9093,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
19617,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
17271,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
14584,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
17367,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
22970,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
14302,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
14360,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
13476,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
20235,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
23767,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
17236,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
18467,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
10447,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
22831,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
16735,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
22474,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
12251,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
25663,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
21703,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
23565,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
21234,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
12019,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
24838,Sarees,same as border,temple border,big border,party,jacquard,zari woven,yes
7590,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16380,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11315,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11311,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15523,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23013,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19718,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21382,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20739,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24714,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10060,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10005,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14468,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21755,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13040,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19645,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
11952,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8799,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9596,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21281,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12521,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17277,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8704,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12151,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13691,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25431,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17154,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
25437,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24209,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
20687,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8294,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21424,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24766,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21386,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18177,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7518,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8624,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7595,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23439,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18926,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22392,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9992,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
15542,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12757,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10701,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13202,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19312,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19766,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13517,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14909,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24229,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10120,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
7933,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16535,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8438,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12540,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
9808,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16744,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
12839,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
21321,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
8828,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
16153,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
24362,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
9324,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
10733,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
23342,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
10866,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
9852,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
13050,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
8776,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
9766,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
13985,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
12258,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
9646,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
11345,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
9043,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
11251,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
21526,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
24212,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
24309,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
22569,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
14805,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
22343,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
23725,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
19630,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
9469,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
23872,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
14369,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
25709,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
25522,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
13039,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
25549,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
19921,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
9176,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
14885,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
14312,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
10138,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
11103,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
12649,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
25190,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
22847,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
9147,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
12891,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
19305,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
24531,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
25585,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
18727,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
23556,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
18947,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
10752,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
13881,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
14575,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
19812,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
11651,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
18005,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
18925,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
9980,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
8398,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
20576,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,yes
19703,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
24884,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
24374,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
24509,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
19505,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
9722,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
14273,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
14511,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
23887,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
16949,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
23203,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
11407,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
8210,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
13608,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
18910,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
12615,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
18627,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
18406,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
13960,Sarees,same as saree,zari,small border,traditional,default,zari woven,no
24066,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
22173,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
15444,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
16750,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
18875,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
19056,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
18205,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
25563,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
25425,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
25692,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
15940,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
9666,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
12822,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
9718,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
23521,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
9748,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
16539,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
15478,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
8017,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
18927,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
16988,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
18471,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
9079,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
19293,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
15785,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
14432,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
8767,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
18582,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
21539,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
24974,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
24807,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
24586,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
17853,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
13846,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
15984,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
11907,Sarees,same as border,zari,big border,party,tassels and latkans,default,no
11674,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
12896,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
10104,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
14371,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22561,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8699,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
21757,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
18476,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
24625,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23113,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
17741,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8333,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
23092,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
22489,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
16870,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
13580,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
8663,Sarees,same as saree,zari,small border,party,jacquard,woven design,no
19334,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
20037,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
24321,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
15419,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
22446,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
18884,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
19109,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
23918,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
23848,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
10801,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
22744,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
21628,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
20854,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
8441,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
9947,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
7775,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
8000,Sarees,same as border,zari,big border,party,tassels and latkans,zari woven,no
8536,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
7986,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
17598,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
23134,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
22514,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
23941,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
23270,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
10195,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
22836,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
17467,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
25695,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
21465,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
9450,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
23500,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
23053,Sarees,same as saree,zari,small border,traditional,jacquard,woven design,no
25570,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
7660,Sarees,same as saree,zari,small border,party,jacquard,woven design,yes
